file_path,expected_status,actual_classification,note
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/hindi_ef/FP/rec_audio_call_423351802_audio_1788689747483.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""00:53"", ""ground_truth_excerpt"": ""Awaaz toh bahut sexy hai tumhari."", ""ground_truth_translation"": ""Your voice is very sexy."", ""ground_truth_justification"": ""The user makes a suggestive comment regarding the other person's voice."", ""ground_truth_confidence"": 0.4}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/hindi_ef/FP/rec_audio_call_423629370_audio_1788714233340.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""00:42"", ""ground_truth_excerpt"": ""Do bachchon ki maa bhi bahut cute hoti hai waise, haan toh phir."", ""ground_truth_translation"": ""A mother of two children is also very cute, so then."", ""ground_truth_justification"": ""The user is making suggestive comments about the speaker being a mother of two."", ""ground_truth_confidence"": 0.4}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""04:36"", ""ground_truth_excerpt"": ""Itni pyaari biwi mili hai use, mujhe mili hoti toh main toh sirf pyaar hi pyaar karta, din raat."", ""ground_truth_translation"": ""He got such a lovely wife, if I had gotten her, I would have only loved her, day and night."", ""ground_truth_justification"": ""The user is making suggestive comments about the speaker's marital life and expressing romantic desire."", ""ground_truth_confidence"": 0.4}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""10:41"", ""ground_truth_excerpt"": ""Do bachche aapke hain hi, do main kar, do mere saath kar lena, chaar ho jayenge."", ""ground_truth_translation"": ""You already have two children, have two more with me, there will be four."", ""ground_truth_justification"": ""The user is making suggestive comments about having children with the speaker."", ""ground_truth_confidence"": 0.4}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/hindi_ef/FP/rec_default_419887388_audio_1788364981482.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:12"", ""ground_truth_excerpt"": ""\u092e\u0948\u0902 \u091c\u0928\u0930\u0932\u0940 \u0915\u094d\u092f\u093e \u092e\u0948\u0902 \u0924\u094b \u091c\u0949\u092c \u0915\u0930\u0924\u093e \u0939\u0942\u0902 \u0907\u0938\u092e\u0947\u0902 \u0932\u0921\u093c\u0915\u0940 \u0909\u0938\u092e\u0947\u0902 \u091c\u0928\u0930\u0932\u0940 \u0913\u092a\u0928 \u091f\u0949\u0915 \u0915\u0930\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u0915\u0928\u0947\u0915\u094d\u091f \u0915\u0930\u0924\u093e \u0939\u0942\u0902"", ""ground_truth_translation"": ""I generally, what I do is I work, I generally connect with girls here for open talk."", ""ground_truth_justification"": ""The user mentions connecting for 'open talk', which is a suggestive term for sexualized conversation."", ""ground_truth_confidence"": 0.4}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""02:11"", ""ground_truth_excerpt"": ""\u0938\u092e \u0913\u092a\u0928 \u091f\u0949\u0915 \u0935\u093e\u0932\u0940 \u0932\u0921\u093c\u0915\u0940 \u0938\u0947 \u0925\u094b\u0921\u093c\u093e \u092c\u093e\u0924 \u0915\u0930\u0942\u0902\u0917\u093e \u092e\u0948\u0902"", ""ground_truth_translation"": ""I will talk a bit to some 'open talk' girl."", ""ground_truth_justification"": ""The user explicitly mentions looking for a girl for 'open talk', which is a suggestive term."", ""ground_truth_confidence"": 0.4}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/hindi_ef/FP/rec_default_421661435_audio_1788529081993.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:07"", ""ground_truth_excerpt"": ""Aur bataiye, open call kar sakte hai kya?"", ""ground_truth_translation"": ""And tell me, can you do an open call?"", ""ground_truth_justification"": ""The user is making a suggestive request for an 'open call', which is commonly used to imply sexualized video content."", ""ground_truth_confidence"": 0.4}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/hindi_ef/FP/rec_default_423887482_audio_1788735128862.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:29"", ""ground_truth_excerpt"": ""Aapke boobs achhe hain."", ""ground_truth_translation"": ""Your breasts are nice."", ""ground_truth_justification"": ""The user makes a suggestive comment about the other person's body."", ""ground_truth_confidence"": 0.4}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:51"", ""ground_truth_excerpt"": ""Aur dikhao na."", ""ground_truth_translation"": ""Show me more."", ""ground_truth_justification"": ""The user is making a suggestive request to see more."", ""ground_truth_confidence"": 0.4}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""02:01"", ""ground_truth_excerpt"": ""Hum WhatsApp wagera pe bhi woh karte hain."", ""ground_truth_translation"": ""We also do that on WhatsApp and such."", ""ground_truth_justification"": ""The user suggests moving the conversation to an external platform (WhatsApp)."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""02:15"", ""ground_truth_excerpt"": ""Aapke WhatsApp do."", ""ground_truth_translation"": ""Give me your WhatsApp."", ""ground_truth_justification"": ""The user explicitly asks for the other person's WhatsApp contact details."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""SuspiciousActivity"", ""ground_truth_timestamp"": ""02:17"", ""ground_truth_excerpt"": ""WhatsApp pe toh de doongi sir, WhatsApp pe payment daalna padega aapko."", ""ground_truth_translation"": ""I will give it on WhatsApp sir, you will have to make a payment on WhatsApp."", ""ground_truth_justification"": ""The user is explicitly linking payment to a service on an external platform."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""SuspiciousActivity"", ""ground_truth_timestamp"": ""02:27"", ""ground_truth_excerpt"": ""500 rupaye."", ""ground_truth_translation"": ""500 rupees."", ""ground_truth_justification"": ""The user specifies a rate for the service."", ""ground_truth_confidence"": 0.9}]","FP file has confirmed violation(s): ['Explicit-Flirting', 'PlatformMove', 'SuspiciousActivity'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/hindi_ef/FP/rec_default_424793843_audio_1788817690775.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:34"", ""ground_truth_excerpt"": ""Side bhi saaf kar rakhi hai ekdum."", ""ground_truth_translation"": ""You have cleaned the side completely."", ""ground_truth_justification"": ""The user is making a suggestive comment about the other person's body."", ""ground_truth_confidence"": 0.3}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:49"", ""ground_truth_excerpt"": ""Dikha do thoda 32."", ""ground_truth_translation"": ""Show me a little 32."", ""ground_truth_justification"": ""The user is making a suggestive request regarding body measurements."", ""ground_truth_confidence"": 0.4}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:55"", ""ground_truth_excerpt"": ""Aise nahi, sando baniyan ko niche karo na thoda."", ""ground_truth_translation"": ""Not like that, pull the undershirt down a little."", ""ground_truth_justification"": ""The user is making a suggestive request to lower clothing."", ""ground_truth_confidence"": 0.4}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/tamil_pm/FP/rec_audio_call_421566156_audio_1788520297969.mp3,safe,"[{""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""00:13"", ""ground_truth_excerpt"": ""\u0bb5\u0bbe\u0b9f\u0bcd\u0bb8\u0bcd\u0b85\u0baa\u0bcd \u0ba8\u0bae\u0bcd\u0baa\u0bb0\u0bcd \u0ba4\u0bc6\u0bb0\u0bbf\u0baf\u0bc1\u0bae\u0bbe?"", ""ground_truth_translation"": ""Do you know/have WhatsApp number?"", ""ground_truth_justification"": ""The user is asking for an external communication app (WhatsApp) contact detail."", ""ground_truth_confidence"": 1.0}]","FP file has confirmed violation(s): ['PlatformMove'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/tamil_pm/FP/rec_audio_call_423645324_audio_1788715186440.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""02:08"", ""ground_truth_excerpt"": ""Sexy ah pesalama?"", ""ground_truth_translation"": ""Can we talk sexy?"", ""ground_truth_justification"": ""The user is asking to engage in suggestive or sexualized conversation."", ""ground_truth_confidence"": 0.4}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""02:22"", ""ground_truth_excerpt"": ""Seri ipo vandha unna panlamo unkuda enjoy panlama?"", ""ground_truth_translation"": ""Okay, now that you're here, can I do you or enjoy with you?"", ""ground_truth_justification"": ""The user is making a suggestive comment about engaging in sexual or intimate activity."", ""ground_truth_confidence"": 0.4}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/tamil_ef/FP/rec_default_421961206_audio_1788551169146.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:00"", ""ground_truth_excerpt"": ""Do fingering, do video fingering."", ""ground_truth_translation"": ""Do fingering, do video fingering."", ""ground_truth_justification"": ""The user is making an explicit request for sexual acts."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:13"", ""ground_truth_excerpt"": ""Remove, remove dress fully. Remove the dress fully."", ""ground_truth_translation"": ""Remove, remove dress fully. Remove the dress fully."", ""ground_truth_justification"": ""The user is making an explicit request for nudity."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""01:21"", ""ground_truth_excerpt"": ""Open, open, open."", ""ground_truth_translation"": ""Open, open, open."", ""ground_truth_justification"": ""The user is making a suggestive request for nudity."", ""ground_truth_confidence"": 0.8}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/telugu_pm/FP/rec_audio_call_426149164_audio_1788951056501.mp3,safe,"[{""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""00:44"", ""ground_truth_excerpt"": ""mee insta id osthunda"", ""ground_truth_translation"": ""Can I have your Insta ID?"", ""ground_truth_justification"": ""The user is explicitly asking for an external social media handle (Instagram) to move the conversation off-platform."", ""ground_truth_confidence"": 1.0}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""01:10"", ""ground_truth_excerpt"": ""MNK 56 303"", ""ground_truth_translation"": ""MNK 56 303"", ""ground_truth_justification"": ""The user is sharing their Instagram ID to facilitate communication outside the platform."", ""ground_truth_confidence"": 1.0}]","FP file has confirmed violation(s): ['PlatformMove'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/telugu_pm/FP/rec_audio_call_426151853_audio_1788951260489.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""13:04"", ""ground_truth_excerpt"": ""Emundi, na time matladukuntu, nuvvu fingering cheskovachu, ade aipotadi"", ""ground_truth_translation"": ""What is there, while talking to me, you can do fingering, that's it"", ""ground_truth_justification"": ""The user is making a sexually suggestive comment about self-pleasure during the call."", ""ground_truth_confidence"": 0.4}]","FP file has confirmed violation(s): ['Explicit-Flirting'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/telugu_pm/FP/rec_audio_call_426180101_audio_1788953436912.mp3,safe,"[{""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""00:11"", ""ground_truth_excerpt"": ""\u0c0f\u0c26\u0c3f \u0c35\u0c3e\u0c1f\u0c4d\u0c38\u0c3e\u0c2a\u0c4d \u0c32\u0c4b \u0c28\u0c3e"", ""ground_truth_translation"": ""Is it on WhatsApp?"", ""ground_truth_justification"": ""The user is suggesting moving the conversation to an external platform (WhatsApp)."", ""ground_truth_confidence"": 1.0}, {""ground_truth_category"": ""SuspiciousActivity"", ""ground_truth_timestamp"": ""00:17"", ""ground_truth_excerpt"": ""\u0c1a\u0c46\u0c2a\u0c4d\u0c2a\u0c41 \u0c28\u0c46\u0c02\u0c2c\u0c30\u0c4d \u0c1a\u0c46\u0c2a\u0c4d\u0c2a\u0c41 \u0c28\u0c47\u0c28\u0c41 200 \u0c24\u0c40\u0c38\u0c41\u0c15\u0c41\u0c02\u0c1f\u0c3e"", ""ground_truth_translation"": ""Tell me the number, I will take 200"", ""ground_truth_justification"": ""The user is requesting payment for a service and asking for contact details."", ""ground_truth_confidence"": 1.0}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""00:28"", ""ground_truth_excerpt"": ""\u0c2c\u0c02\u0c17\u0c3e\u0c30\u0c41 \u0c1a\u0c46\u0c2a\u0c4d\u0c2a\u0c41 \u0c28\u0c46\u0c02\u0c2c\u0c30\u0c4d"", ""ground_truth_translation"": ""Darling, tell me the number"", ""ground_truth_justification"": ""The user is explicitly asking for contact information."", ""ground_truth_confidence"": 1.0}]","FP file has confirmed violation(s): ['PlatformMove', 'SuspiciousActivity'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/telugu_pm/FP/rec_audio_call_426279116_audio_1788962727515.mp3,safe,"[{""ground_truth_category"": ""Explicit-Flirting"", ""ground_truth_timestamp"": ""00:42"", ""ground_truth_excerpt"": ""Kaapothe sukham evaru theerustharu cheppu."", ""ground_truth_translation"": ""But who will satisfy the pleasure, tell me."", ""ground_truth_justification"": ""The user makes a suggestive comment regarding pleasure or comfort."", ""ground_truth_confidence"": 0.3}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""01:41"", ""ground_truth_excerpt"": ""Andaru WhatsApp, WhatsApp lo video call chesthanu"", ""ground_truth_translation"": ""Everyone, I do video calls on WhatsApp"", ""ground_truth_justification"": ""The user explicitly suggests moving the conversation to an external communication application (WhatsApp)."", ""ground_truth_confidence"": 1.0}, {""ground_truth_category"": ""SuspiciousActivity"", ""ground_truth_timestamp"": ""01:41"", ""ground_truth_excerpt"": ""300 ippu"", ""ground_truth_translation"": ""300 now"", ""ground_truth_justification"": ""The user is asking for a specific monetary rate for a video call outside the platform's coin system."", ""ground_truth_confidence"": 0.8}]","FP file has confirmed violation(s): ['Explicit-Flirting', 'PlatformMove', 'SuspiciousActivity'] — the original flag may have been correct after all, or a different real violation exists."
/Users/hemapunyamoorty/Desktop/os_moderation/Dostt/telugu_pm/FP/rec_audio_call_426299827_audio_1788964873398.mp3,safe,"[{""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""00:37"", ""ground_truth_excerpt"": ""Number isthava?"", ""ground_truth_translation"": ""Will you give your number?"", ""ground_truth_justification"": ""The user is asking for a phone number to move the conversation off-platform."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""00:55"", ""ground_truth_excerpt"": ""Aa number isthava?"", ""ground_truth_translation"": ""Will you give that number?"", ""ground_truth_justification"": ""The user is asking for a phone number to move the conversation off-platform."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""01:53"", ""ground_truth_excerpt"": ""Telegram unda meeku?"", ""ground_truth_translation"": ""Do you have Telegram?"", ""ground_truth_justification"": ""The user is asking for an external communication app (Telegram) to move the conversation."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""03:17"", ""ground_truth_excerpt"": ""Nee number chepthara?"", ""ground_truth_translation"": ""Will you tell your number?"", ""ground_truth_justification"": ""The user is asking for a phone number to move the conversation off-platform."", ""ground_truth_confidence"": 0.9}, {""ground_truth_category"": ""PlatformMove"", ""ground_truth_timestamp"": ""03:36"", ""ground_truth_excerpt"": ""81259"", ""ground_truth_translation"": ""81259"", ""ground_truth_justification"": ""The user is sharing their phone number to move the conversation off-platform."", ""ground_truth_confidence"": 0.9}]","FP file has confirmed violation(s): ['PlatformMove'] — the original flag may have been correct after all, or a different real violation exists."
